Date,ProductId,Profit,Sales,Margin,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code
8/1/2010,2,76,211,125,86,49,27,454,120,100,160,260,509
8/1/2010,3,34,317,184,133,150,120,705,100,160,230,390,206
8/1/2010,4,17,69,39,30,22,9,581,30,20,40,60,206
8/1/2010,5,20,140,77,63,57,23,397,20,60,70,130,425
8/1/2010,6,71,226,123,103,52,31,1073,90,90,120,210,206
9/1/2010,8,87,310,155,155,68,43,1280,90,130,140,270,970
9/1/2010,9,-2,126,74,52,76,47,509,20,40,70,110,970
9/1/2010,10,27,125,72,53,45,17,410,40,40,70,110,720
9/1/2010,11,7,102,57,45,50,17,409,10,30,50,80,970
9/1/2010,12,25,113,62,51,37,15,1042,20,40,50,90,720
9/1/2010,13,47,140,79,61,32,20,579,50,50,70,120,970
9/1/2010,5,84,199,118,81,34,22,588,110,90,140,230,303
9/1/2010,6,39,150,90,60,51,19,656,60,60,110,170,303
9/1/2010,1,134,302,179,123,45,34,928,140,130,180,310,970
9/1/2010,2,42,132,74,58,32,19,548,50,60,70,130,970
9/1/2010,3,106,245,145,100,39,28,981,120,100,150,250,970
9/1/2010,8,133,302,179,123,46,34,928,140,100,160,260,708
9/1/2010,9,43,132,74,58,31,19,548,50,40,70,110,630
9/1/2010,10,106,245,145,100,39,28,981,110,80,130,210,773
9/1/2010,11,84,199,118,81,34,22,588,80,60,110,170,815
9/1/2010,12,40,150,90,60,50,19,656,40,50,80,130,773
9/1/2010,5,220,589,336,253,116,83,1686,280,290,400,690,618
9/1/2010,6,155,498,249,249,94,69,1775,210,280,300,580,312
9/1/2010,2,129,387,225,162,96,53,1148,140,170,230,400,309
9/1/2010,3,115,298,176,122,61,39,801,140,120,190,310,708
9/1/2010,8,220,589,336,253,116,83,1686,210,210,300,510,712
9/1/2010,9,115,298,176,122,61,39,801,120,100,160,260,563
9/1/2010,11,155,498,249,249,94,69,1775,140,210,220,430,641
9/1/2010,12,223,672,370,302,147,114,1783,210,250,340,590,712
9/1/2010,5,18,58,35,23,17,6,803,30,20,40,60,515
9/1/2010,6,32,43,43,0,11,0,473,40,0,50,50,319
9/1/2010,1,13,48,29,19,16,5,848,20,20,30,50,319
9/1/2010,2,7,72,39,33,32,10,1003,20,30,40,70,319
9/1/2010,3,3,35,20,15,17,4,600,10,10,20,30,563
9/1/2010,8,-7,106,62,44,69,40,325,10,30,60,90,636
9/1/2010,9,-44,115,11,104,55,32,1574,-10,80,20,100,660
9/1/2010,11,13,91,52,39,39,12,248,20,30,50,80,314
9/1/2010,12,-12,54,30,24,42,9,212,-10,20,20,40,314
9/1/2010,13,2,91,51,40,49,15,244,10,30,50,80,573
9/1/2010,5,41,108,64,44,23,12,886,50,50,70,120,816
9/1/2010,6,27,79,47,32,20,8,837,50,30,60,90,417
9/1/2010,2,25,150,83,67,58,25,599,30,70,80,150,314
9/1/2010,3,34,136,74,62,40,19,1059,50,60,80,140,314
9/1/2010,8,14,50,30,20,16,5,482,30,10,30,40,937
9/1/2010,9,23,72,43,29,20,8,862,40,20,40,60,419
9/1/2010,11,87,249,150,99,63,32,798,70,80,130,210,440
9/1/2010,12,81,230,134,96,53,29,666,80,80,120,200,513
9/1/2010,5,87,310,155,155,68,43,1280,130,170,190,360,513
9/1/2010,6,6,102,57,45,51,17,409,30,50,70,120,567
9/1/2010,1,28,125,72,53,44,17,410,50,50,80,130,614
9/1/2010,2,29,107,64,43,35,13,424,40,40,70,110,419
9/1/2010,3,-3,126,74,52,77,47,509,20,50,80,130,234
9/1/2010,8,53,151,94,57,41,17,349,70,40,90,130,920
9/1/2010,9,50,126,75,51,25,14,857,60,40,70,110,608
9/1/2010,11,31,113,67,46,36,14,454,30,30,60,90,920
9/1/2010,12,2,149,87,62,85,56,612,10,50,80,130,715
9/1/2010,5,53,182,99,83,46,25,1063,80,90,120,210,414
9/1/2010,6,21,76,43,33,22,10,577,30,30,50,80,608
9/1/2010,1,23,149,82,67,59,25,391,30,70,80,150,414
9/1/2010,2,16,223,130,93,114,84,692,40,90,140,230,414
9/1/2010,3,58,199,114,85,56,28,555,70,90,110,200,262
9/1/2010,11,41,108,64,44,23,12,886,50,40,70,110,203
9/1/2010,13,17,57,34,23,17,6,809,30,20,40,60,860
9/1/2010,9,24,150,83,67,59,25,599,20,50,60,110,959
9/1/2010,10,33,136,74,62,41,19,1059,40,40,60,100,475
9/1/2010,5,2,149,87,62,85,56,612,20,50,90,140,959
9/1/2010,6,23,113,65,48,42,15,380,40,40,70,110,860
9/1/2010,2,91,258,155,103,64,33,1130,110,90,150,240,860
9/1/2010,11,32,87,52,35,20,9,875,50,30,60,90,754
9/1/2010,13,49,126,75,51,26,14,857,60,50,80,130,904
9/1/2010,8,21,76,43,33,22,10,577,20,20,30,50,561
9/1/2010,9,24,149,82,67,58,25,391,20,50,60,110,305
9/1/2010,10,53,182,99,83,46,25,1063,50,60,80,140,407
9/1/2010,6,58,199,114,85,56,28,555,70,80,110,190,863
9/1/2010,5,17,223,130,93,113,84,692,40,80,130,210,863
9/1/2010,2,86,249,150,99,64,32,798,100,90,140,230,386
9/1/2010,3,81,230,134,96,53,29,666,80,90,120,210,954
9/1/2010,11,23,72,43,29,20,8,862,30,30,40,70,339
9/1/2010,13,13,50,30,20,17,5,482,20,20,30,50,617
9/1/2010,9,6,102,57,45,51,17,409,10,30,40,70,857
9/1/2010,7,87,310,155,155,68,43,1280,100,140,160,300,781
9/1/2010,5,-31,98,46,52,77,47,520,-10,40,50,90,508
9/1/2010,2,465,576,516,60,51,19,-2572,460,50,490,540,413
9/1/2010,11,12,48,29,19,17,5,848,20,20,30,50,603
9/1/2010,13,31,43,43,0,12,0,473,30,0,40,40,603
9/1/2010,9,2,91,51,40,49,15,244,10,30,40,70,603
9/1/2010,7,-12,54,30,24,42,9,212,0,20,30,50,603
9/1/2010,5,-7,106,62,44,69,40,325,10,40,60,100,603
9/1/2010,1,33,120,71,49,38,15,315,50,40,70,110,603
9/1/2010,2,34,139,84,55,50,18,453,50,50,80,130,603
9/1/2010,11,106,245,145,100,39,28,981,130,100,160,260,347
9/1/2010,12,133,302,179,123,46,34,928,150,130,190,320,518
9/1/2010,13,84,199,118,81,34,22,588,100,80,130,210,646
9/1/2010,9,92,541,239,302,147,114,1518,90,220,200,420,917
9/1/2010,10,-238,112,-139,251,99,77,3948,-180,190,-110,80,212
9/1/2010,7,224,567,318,249,94,69,1286,240,230,320,550,716
9/1/2010,5,-197,68,-53,121,144,110,2932,-180,110,-50,60,585
9/1/2010,2,312,790,474,316,162,110,2580,320,300,450,750,917
9/1/2010,3,50,126,75,51,25,14,857,70,60,90,150,504
9/1/2010,2,46,119,71,48,25,13,834,60,60,80,140,318
9/1/2010,8,55,159,90,69,35,22,572,60,60,90,150,318
9/1/2010,9,25,150,83,67,58,25,599,30,60,80,140,225
9/1/2010,4,2,149,87,62,85,56,-613,0,50,70,120,318
9/1/2010,5,53,151,94,57,41,17,349,60,40,80,120,985
9/1/2010,6,31,113,67,46,36,14,454,40,30,60,90,985
9/1/2010,3,-44,115,11,104,55,32,1574,-40,130,10,140,505
9/1/2010,2,34,139,84,55,50,18,453,70,60,110,170,505
9/1/2010,8,13,48,29,19,16,5,848,20,10,30,40,505
9/1/2010,9,8,72,39,33,31,10,1003,20,30,40,70,505
9/1/2010,4,-12,54,30,24,42,9,-412,0,20,20,40,505
9/1/2010,5,-8,106,62,44,70,40,325,10,30,60,90,505
9/1/2010,6,13,91,52,39,39,12,248,10,30,40,70,505
9/1/2010,3,23,72,43,29,20,8,862,50,30,60,90,580
9/1/2010,2,47,140,79,61,32,20,579,80,70,100,170,580
9/1/2010,8,24,149,82,67,58,25,391,30,60,80,140,580
9/1/2010,9,16,223,130,93,114,84,692,40,80,130,210,580
9/1/2010,4,82,230,134,96,52,29,-1555,80,80,110,190,580
9/1/2010,5,13,50,30,20,17,5,482,30,10,30,40,580
9/1/2010,6,87,249,150,99,63,32,798,80,80,130,210,580
9/1/2010,3,42,132,74,58,32,19,548,70,70,90,160,325
9/1/2010,2,197,546,295,251,98,77,1268,280,310,370,680,214
9/1/2010,8,27,125,72,53,45,17,410,40,50,70,120,830
9/1/2010,9,28,107,64,43,36,13,424,30,40,60,100,830
9/1/2010,4,39,150,90,60,51,19,-718,40,50,70,120,830
9/1/2010,5,134,302,179,123,45,34,928,120,100,150,250,713
9/1/2010,6,85,199,118,81,33,22,588,90,60,110,170,979
9/1/2010,1,33,136,74,62,41,19,1059,70,70,100,170,801
9/1/2010,2,22,113,65,48,43,15,380,50,60,80,140,435
9/1/2010,8,34,120,71,49,37,15,315,40,40,60,100,435
9/1/2010,9,34,139,84,55,50,18,453,50,40,80,120,435
9/1/2010,10,-45,115,11,104,56,32,1574,-20,80,20,100,801
9/1/2010,11,-7,106,62,44,69,40,325,10,20,50,70,435
9/1/2010,12,12,91,52,39,40,12,248,20,20,40,60,801
9/1/2010,13,-13,54,30,24,43,9,212,0,10,20,30,435
9/1/2010,3,24,150,83,67,59,25,599,50,80,100,180,801
9/1/2010,4,27,79,47,32,20,8,837,30,30,40,70,435
9/1/2010,5,56,159,90,69,34,22,572,60,60,90,150,435
9/1/2010,6,40,108,64,44,24,12,886,40,40,60,100,435
9/1/2010,1,-74,109,-13,122,61,39,2378,-70,150,-20,130,714
9/1/2010,2,313,790,474,316,161,110,2580,450,390,590,980,626
9/1/2010,8,105,245,145,100,40,28,981,110,80,130,210,626
9/1/2010,9,196,546,295,251,99,77,1268,200,210,270,480,209
9/1/2010,10,43,132,74,58,31,19,548,50,40,70,110,951
9/1/2010,11,134,302,179,123,45,34,928,100,80,120,200,310
9/1/2010,12,84,199,118,81,34,22,588,70,50,80,130,714
9/1/2010,13,39,150,90,60,51,19,656,40,30,70,100,760
9/1/2010,3,-120,138,-24,162,96,53,3421,-120,200,-30,170,909
9/1/2010,4,156,498,249,249,93,69,1775,160,230,240,470,949
9/1/2010,5,26,290,169,121,143,110,910,30,110,160,270,951
9/1/2010,6,220,589,336,253,116,83,1686,220,240,320,560,213
9/1/2010,2,2,91,51,40,49,15,244,20,50,60,110,702
9/1/2010,8,26,290,169,121,143,110,910,40,100,150,250,702
9/1/2010,9,129,387,225,162,96,53,1148,140,130,210,340,702
9/1/2010,10,115,298,176,122,61,39,801,120,100,160,260,775
9/1/2010,11,221,589,336,253,115,83,1686,170,160,240,400,702
9/1/2010,12,156,498,249,249,93,69,1775,110,160,170,330,702
9/1/2010,13,-430,19,-302,302,147,114,6413,-280,190,-190,0,775
9/1/2010,3,7,72,39,33,32,10,1003,30,40,50,90,702
9/1/2010,4,32,43,43,0,11,0,473,30,0,40,40,702
9/1/2010,5,12,48,29,19,17,5,848,20,10,30,40,775
9/1/2010,6,17,58,35,23,18,6,803,20,20,30,50,702
9/1/2010,1,-3,126,74,52,77,47,509,30,60,90,150,541
9/1/2010,8,17,61,36,25,19,7,823,30,20,30,50,541
9/1/2010,9,47,140,79,61,32,20,579,50,50,70,120,971
9/1/2010,11,13,50,30,20,17,5,482,20,10,20,30,541
9/1/2010,12,87,249,150,99,63,32,798,60,60,100,160,541
9/1/2010,13,81,230,134,96,53,29,666,60,60,90,150,541
9/1/2010,2,18,137,80,57,62,18,469,50,70,100,170,541
9/1/2010,3,28,107,64,43,36,13,424,50,50,80,130,971
9/1/2010,4,6,102,57,45,51,17,409,10,40,50,90,503
9/1/2010,5,28,125,72,53,44,17,410,40,50,70,120,541
9/1/2010,6,87,310,155,155,68,43,1280,90,140,150,290,541
9/1/2010,8,91,258,155,103,64,33,1130,100,80,140,220,253
9/1/2010,9,47,119,71,48,24,13,834,50,40,60,100,360
9/1/2010,11,54,151,94,57,40,17,349,40,30,70,100,425
9/1/2010,12,31,113,67,46,36,14,454,30,30,40,70,360
9/1/2010,13,2,149,87,62,85,56,612,10,40,60,100,425
9/1/2010,2,56,167,99,68,43,21,445,80,80,120,200,360
9/1/2010,3,16,223,130,93,114,84,692,60,110,160,270,360
9/1/2010,4,21,76,43,33,22,10,577,30,30,40,70,206
9/1/2010,5,23,149,82,67,59,25,391,30,60,80,140,253
9/1/2010,6,53,182,99,83,46,25,1063,70,70,100,170,206
10/1/2010,13,74,205,115,90,41,29,572,80,50,90,140,720
10/1/2010,8,92,322,161,161,69,45,1267,110,120,140,260,719
10/1/2010,9,-5,122,71,51,76,46,503,30,30,60,90,303
10/1/2010,10,26,123,71,52,45,17,405,50,30,60,90,970
10/1/2010,11,13,120,66,54,53,20,404,30,30,50,80,303
10/1/2010,12,27,118,64,54,37,16,1037,40,30,50,80,303
10/1/2010,6,56,182,110,72,54,23,650,130,100,160,260,303
10/1/2010,5,79,187,111,76,32,21,580,170,100,180,280,303
10/1/2010,3,116,265,157,108,41,30,971,150,100,160,260,719
10/1/2010,1,133,302,179,123,46,34,915,160,120,180,300,970
10/1/2010,2,27,90,51,39,24,12,541,50,30,50,80,719
10/1/2010,8,133,302,179,123,46,34,915,140,90,150,240,708
10/1/2010,9,27,90,51,39,24,12,541,40,20,40,60,630
10/1/2010,10,116,265,157,108,41,30,971,120,80,130,210,815
10/1/2010,11,78,187,111,76,33,21,580,80,50,80,130,217
10/1/2010,12,55,182,110,72,55,23,650,50,50,80,130,847
10/1/2010,6,149,478,239,239,90,66,1755,300,340,370,710,312
10/1/2010,5,224,598,341,257,117,84,1662,420,370,520,890,815
10/1/2010,3,115,298,176,122,61,39,789,160,110,190,300,815
10/1/2010,2,120,367,213,154,93,50,1132,160,150,220,370,815
10/1/2010,8,224,598,341,257,117,84,1662,210,200,280,480,712
10/1/2010,9,114,298,176,122,62,39,789,130,90,150,240,641
10/1/2010,11,149,478,239,239,90,66,1755,110,170,170,340,563
10/1/2010,12,183,567,312,255,129,96,1756,130,170,230,400,563
10/1/2010,5,18,58,35,23,17,6,800,50,20,50,70,319
10/1/2010,6,31,43,43,0,12,0,430,60,0,60,60,712
10/1/2010,3,-2,23,13,10,15,3,598,10,0,10,10,641
10/1/2010,1,15,52,31,21,16,5,846,30,10,30,40,563
10/1/2010,2,7,68,37,31,30,9,1000,30,20,40,60,515
10/1/2010,13,-3,77,43,34,46,12,240,10,10,30,40,314
10/1/2010,8,-6,109,64,45,70,41,320,30,20,60,80,573
10/1/2010,9,-26,109,23,86,49,26,1698,10,60,20,80,573
10/1/2010,11,13,92,53,39,40,12,244,30,20,40,60,636
10/1/2010,12,-11,56,31,25,42,9,209,0,10,20,30,417
10/1/2010,5,36,99,59,40,23,11,881,90,50,90,140,314
10/1/2010,6,28,79,47,32,19,8,833,80,30,80,110,660
10/1/2010,3,35,142,77,65,42,20,1053,70,50,80,130,660
10/1/2010,2,35,177,98,79,63,30,593,70,70,100,170,816
10/1/2010,11,65,205,123,82,58,27,788,60,50,90,140,234
10/1/2010,12,76,218,127,91,51,28,656,80,50,100,150,614
10/1/2010,8,16,53,32,21,16,5,480,30,0,30,30,937
10/1/2010,9,20,66,39,27,19,7,859,30,10,30,40,513
10/1/2010,5,92,322,161,161,69,45,1267,190,230,240,470,567
10/1/2010,6,12,120,66,54,54,20,404,70,70,100,170,614
10/1/2010,1,26,123,71,52,45,17,405,60,40,70,110,440
10/1/2010,2,28,107,64,43,36,13,419,60,30,70,100,937
10/1/2010,3,-5,122,71,51,76,46,503,30,40,70,110,216
10/1/2010,11,30,113,67,46,37,14,449,40,20,50,70,262
10/1/2010,12,0,144,84,60,84,54,606,0,40,50,90,715
10/1/2010,8,57,159,99,60,42,18,329,80,40,80,120,414
10/1/2010,9,45,118,70,48,25,13,851,60,30,60,90,262
10/1/2010,5,48,174,94,80,46,24,1055,120,110,140,250,608
10/1/2010,6,10,51,29,22,19,7,573,50,20,50,70,715
10/1/2010,1,15,126,70,56,55,21,385,50,40,80,120,715
10/1/2010,2,18,230,134,96,116,87,683,60,90,140,230,715
10/1/2010,3,61,202,116,86,55,28,547,100,80,120,200,715
10/1/2010,11,36,99,59,40,23,11,881,50,40,60,100,860
10/1/2010,13,18,60,36,24,18,6,806,40,20,40,60,959
10/1/2010,9,34,177,98,79,64,30,593,30,40,50,90,959
10/1/2010,10,35,142,77,65,42,20,1053,50,30,50,80,860
10/1/2010,5,1,144,84,60,83,54,606,40,40,90,130,203
10/1/2010,6,21,111,64,47,43,15,375,50,30,60,90,860
10/1/2010,2,115,313,188,125,73,41,1119,130,100,160,260,860
10/1/2010,11,35,94,56,38,21,10,871,50,40,60,100,850
10/1/2010,13,46,118,70,48,24,13,851,60,50,70,120,863
10/1/2010,8,10,51,29,22,19,7,573,20,0,20,20,386
10/1/2010,9,16,126,70,56,54,21,385,20,30,30,60,850
10/1/2010,10,48,174,94,80,46,24,1055,40,40,50,90,305
10/1/2010,5,18,230,134,96,116,87,683,50,80,130,210,239
10/1/2010,6,60,202,116,86,56,28,547,90,70,110,180,239
10/1/2010,3,76,218,127,91,51,28,656,90,70,110,180,561
10/1/2010,2,64,205,123,82,59,27,788,90,60,110,170,407
10/1/2010,11,20,66,39,27,19,7,859,50,20,50,70,508
10/1/2010,13,15,53,32,21,17,5,480,30,20,30,50,413
10/1/2010,9,13,120,66,54,53,20,404,20,30,30,60,781
10/1/2010,5,-11,116,65,51,76,46,542,30,30,70,100,774
10/1/2010,7,92,322,161,161,69,45,1267,120,140,160,300,781
10/1/2010,2,348,474,402,72,54,23,-3004,330,50,350,400,857
10/1/2010,11,14,52,31,21,17,5,846,30,20,30,50,603
10/1/2010,13,32,43,43,0,11,0,430,40,0,40,40,603
10/1/2010,9,-3,77,43,34,46,12,240,20,10,30,40,603
10/1/2010,5,-7,109,64,45,71,41,320,30,30,60,90,603
10/1/2010,7,-12,56,31,25,43,9,209,10,10,30,40,603
10/1/2010,2,24,114,69,45,45,14,447,50,30,60,90,603
10/1/2010,1,33,120,71,49,38,15,310,60,30,60,90,603
10/1/2010,11,115,265,157,108,42,30,971,140,110,170,280,516
10/1/2010,12,134,302,179,123,45,34,915,160,130,190,320,716
10/1/2010,13,78,187,111,76,33,21,580,100,80,120,200,518
10/1/2010,9,129,513,258,255,129,96,1622,70,140,150,290,845
10/1/2010,10,-170,164,-75,239,95,74,4360,-100,130,-50,80,315
10/1/2010,5,-202,69,-56,125,146,113,3142,-170,110,-60,50,845
10/1/2010,7,435,765,526,239,91,66,1197,450,210,510,720,718
10/1/2010,2,247,650,390,260,143,91,2548,230,210,330,540,315
10/1/2010,2,47,119,71,48,24,13,829,80,70,90,160,225
10/1/2010,3,45,118,70,48,25,13,851,80,70,90,160,225
10/1/2010,8,87,236,133,103,46,33,564,110,80,130,210,225
10/1/2010,9,34,177,98,79,64,30,593,60,60,90,150,504
10/1/2010,4,1,144,84,60,83,54,-762,10,30,60,90,318
10/1/2010,5,58,159,99,60,41,18,329,70,30,70,100,985
10/1/2010,6,30,113,67,46,37,14,449,40,20,40,60,318
10/1/2010,2,23,114,69,45,46,14,447,80,50,110,160,505
10/1/2010,3,-26,109,23,86,49,26,1698,10,110,40,150,505
10/1/2010,8,14,52,31,21,17,5,846,30,10,30,40,505
10/1/2010,9,6,68,37,31,31,9,1000,30,10,40,50,505
10/1/2010,4,-12,56,31,25,43,9,-466,10,10,20,30,505
10/1/2010,5,-6,109,64,45,70,41,320,10,20,40,60,505
10/1/2010,6,14,92,53,39,39,12,244,20,20,30,50,505
10/1/2010,2,74,205,115,90,41,29,572,140,130,160,290,918
10/1/2010,3,21,66,39,27,18,7,859,60,30,60,90,918
10/1/2010,8,16,126,70,56,54,21,385,50,40,70,110,405
10/1/2010,9,17,230,134,96,117,87,683,40,80,120,200,405
10/1/2010,4,76,218,127,91,51,28,-1785,70,50,80,130,405
10/1/2010,5,15,53,32,21,17,5,480,30,0,30,30,405
10/1/2010,6,65,205,123,82,58,27,788,60,50,80,130,405
10/1/2010,2,185,520,281,239,96,74,1246,340,350,420,770,936
10/1/2010,3,26,90,51,39,25,12,541,80,40,90,130,214
10/1/2010,8,26,123,71,52,45,17,405,70,30,80,110,713
10/1/2010,9,28,107,64,43,36,13,419,50,30,60,90,409
10/1/2010,4,55,182,110,72,55,23,-868,50,40,70,110,832
10/1/2010,5,133,302,179,123,46,34,915,100,70,120,190,210
10/1/2010,6,78,187,111,76,33,21,580,80,40,80,120,915
10/1/2010,8,33,120,71,49,38,15,310,60,30,60,90,801
10/1/2010,9,23,114,69,45,46,14,447,60,20,70,90,435
10/1/2010,10,-27,109,23,86,50,26,1698,0,60,20,80,435
10/1/2010,11,-6,109,64,45,70,41,320,20,10,40,50,801
10/1/2010,12,14,92,53,39,39,12,244,20,10,30,40,435
10/1/2010,13,-12,56,31,25,43,9,209,10,0,20,20,435
10/1/2010,1,36,142,77,65,41,20,1053,90,90,110,200,435
10/1/2010,2,22,111,64,47,42,15,375,80,50,100,150,435
10/1/2010,3,34,177,98,79,64,30,593,120,100,160,260,435
10/1/2010,4,28,79,47,32,19,8,833,40,20,40,60,801
10/1/2010,5,87,236,133,103,46,33,564,110,80,130,210,801
10/1/2010,6,37,99,59,40,22,11,881,60,20,60,80,435
10/1/2010,8,115,265,157,108,42,30,971,120,80,130,210,661
10/1/2010,9,186,520,281,239,95,74,1246,170,190,220,410,562
10/1/2010,10,26,90,51,39,25,12,541,40,20,40,60,209
10/1/2010,11,134,302,179,123,45,34,915,80,50,90,140,562
10/1/2010,12,79,187,111,76,32,21,580,50,30,50,80,209
10/1/2010,13,56,182,110,72,54,23,650,50,20,60,80,562
10/1/2010,1,-74,109,-13,122,61,39,2555,-60,170,-20,150,818
10/1/2010,2,247,650,390,260,143,91,2548,470,380,580,960,626
10/1/2010,3,-117,130,-24,154,93,50,3654,-100,220,-30,190,951
10/1/2010,4,149,478,239,239,90,66,1755,160,210,220,430,562
10/1/2010,5,27,298,173,125,146,113,898,50,110,160,270,562
10/1/2010,6,225,598,341,257,116,84,1662,240,230,320,550,714
10/1/2010,8,26,298,173,125,147,113,898,60,90,150,240,775
10/1/2010,9,120,367,213,154,93,50,1132,120,120,170,290,702
10/1/2010,10,114,298,176,122,62,39,789,130,90,150,240,702
10/1/2010,11,224,598,341,257,117,84,1662,130,110,180,290,702
10/1/2010,12,149,478,239,239,90,66,1755,80,110,120,230,775
10/1/2010,13,-363,21,-255,255,129,96,7058,-170,110,-110,0,702
10/1/2010,2,-2,77,43,34,45,12,240,30,40,60,100,775
10/1/2010,3,7,68,37,31,30,9,1000,50,30,60,90,775
10/1/2010,4,32,43,43,0,11,0,430,30,0,30,30,702
10/1/2010,5,14,52,31,21,17,5,846,20,10,20,30,702
10/1/2010,6,17,58,35,23,18,6,800,30,10,30,40,702
10/1/2010,8,17,61,36,25,19,7,820,30,10,30,40,971
10/1/2010,9,73,205,115,90,42,29,572,90,60,100,160,971
10/1/2010,11,16,53,32,21,16,5,480,20,0,20,20,541
10/1/2010,12,64,205,123,82,59,27,788,50,30,60,90,971
10/1/2010,13,76,218,127,91,51,28,656,50,40,60,100,971
10/1/2010,1,-5,122,71,51,76,46,503,50,70,100,170,971
10/1/2010,2,21,144,84,60,63,19,463,90,80,130,210,971
10/1/2010,3,29,107,64,43,35,13,419,80,50,100,150,971
10/1/2010,4,12,120,66,54,54,20,404,40,40,60,100,503
10/1/2010,5,27,123,71,52,44,17,405,60,30,70,100,971
10/1/2010,6,91,322,161,161,70,45,1267,110,140,150,290,503
10/1/2010,8,115,313,188,125,73,41,1119,130,90,160,250,206
10/1/2010,9,47,119,71,48,24,13,829,60,30,60,90,425
10/1/2010,11,57,159,99,60,42,18,329,40,20,50,70,206
10/1/2010,12,31,113,67,46,36,14,449,30,20,30,50,360
10/1/2010,13,0,144,84,60,84,54,606,10,20,40,60,206
10/1/2010,2,56,167,99,68,43,21,438,110,90,140,230,206
10/1/2010,3,17,230,134,96,117,87,683,100,140,190,330,425
10/1/2010,4,10,51,29,22,19,7,573,20,10,20,30,206
10/1/2010,5,16,126,70,56,54,21,385,50,40,70,110,253
10/1/2010,6,48,174,94,80,46,24,1055,80,60,90,150,253
11/1/2010,13,70,200,112,88,42,29,561,60,70,90,160,719
11/1/2010,8,107,363,182,181,75,50,1283,100,170,160,330,970
11/1/2010,9,-4,125,73,52,77,47,509,10,40,70,110,303
11/1/2010,10,32,138,79,59,47,19,411,40,50,70,120,720
11/1/2010,11,15,124,69,55,54,20,410,20,40,60,100,719
11/1/2010,12,29,125,68,57,39,17,1042,30,40,60,100,719
11/1/2010,6,58,189,114,75,56,24,659,100,90,150,240,303
11/1/2010,5,48,123,73,50,25,14,589,70,60,90,150,303
11/1/2010,3,84,198,117,81,33,22,984,80,80,110,190,970
11/1/2010,1,128,290,172,118,44,33,930,130,110,170,280,970
11/1/2010,2,27,92,52,40,25,13,536,40,30,60,90,970
11/1/2010,8,127,290,172,118,45,33,930,110,110,150,260,312
11/1/2010,9,27,92,52,40,25,13,536,30,30,50,80,773
11/1/2010,10,84,198,117,81,33,22,984,80,70,110,180,630
11/1/2010,11,48,123,73,50,25,14,589,40,40,60,100,847
11/1/2010,12,59,189,114,75,55,24,659,50,60,90,150,630
11/1/2010,6,129,423,212,211,83,59,1778,200,270,270,540,847
11/1/2010,5,196,532,304,228,108,75,1691,290,290,390,680,224
11/1/2010,3,106,278,165,113,59,36,803,110,110,160,270,815
11/1/2010,2,139,412,239,173,100,57,1150,140,170,230,400,815
11/1/2010,8,196,532,304,228,108,75,1691,180,210,280,490,712
11/1/2010,9,107,278,165,113,58,36,803,100,100,150,250,712
11/1/2010,11,129,423,212,211,83,59,1778,110,170,180,350,712
11/1/2010,12,173,545,300,245,127,93,1784,130,200,250,450,319
11/1/2010,5,16,56,34,22,18,6,802,40,20,50,70,515
11/1/2010,6,31,43,43,0,12,0,387,40,0,50,50,712
11/1/2010,3,-3,23,13,10,16,3,596,10,0,20,20,641
11/1/2010,1,8,39,24,15,16,4,848,10,10,20,30,563
11/1/2010,2,5,64,35,29,30,8,1003,20,20,40,60,563
11/1/2010,13,-4,74,41,33,45,12,243,0,20,40,60,314
11/1/2010,8,-8,106,62,44,70,40,325,0,40,50,90,573
11/1/2010,9,-9,122,40,82,49,25,1804,0,70,40,110,573
11/1/2010,11,9,82,47,35,38,11,248,10,20,40,60,417
11/1/2010,12,-3,76,42,34,45,12,211,0,20,40,60,636
11/1/2010,5,51,132,78,54,27,15,885,80,60,100,160,314
11/1/2010,6,27,81,48,33,21,9,836,50,40,60,100,314
11/1/2010,3,38,150,81,69,43,21,1060,40,60,80,140,314
11/1/2010,2,38,184,102,82,64,31,601,40,80,100,180,573
11/1/2010,11,62,197,119,78,57,25,798,60,60,100,160,330
11/1/2010,12,89,245,143,102,54,31,666,70,80,120,200,419
11/1/2010,8,29,80,48,32,19,8,482,30,30,40,70,937
11/1/2010,9,30,88,52,36,22,10,862,40,30,50,80,614
11/1/2010,5,107,363,182,181,75,50,1283,170,230,230,460,440
11/1/2010,6,16,124,69,55,53,20,410,40,70,80,150,419
11/1/2010,1,33,138,79,59,46,19,411,50,50,80,130,330
11/1/2010,2,32,114,68,46,36,14,424,40,40,70,110,614
11/1/2010,3,-3,125,73,52,76,47,509,10,50,70,120,567
11/1/2010,11,33,120,71,49,38,15,454,20,40,50,90,262
11/1/2010,12,2,147,86,61,84,55,613,0,50,70,120,715
11/1/2010,8,48,141,88,53,40,16,321,50,50,80,130,920
11/1/2010,9,27,78,47,31,20,8,856,40,20,50,70,262
11/1/2010,5,45,164,89,75,44,23,1063,70,90,110,200,920
11/1/2010,6,11,52,30,22,19,7,570,30,20,40,60,715
11/1/2010,1,14,121,67,54,53,20,391,20,50,60,110,262
11/1/2010,2,16,224,130,94,114,85,694,30,90,130,220,262
11/1/2010,3,51,180,103,77,52,25,557,60,70,100,170,262
11/1/2010,11,51,132,78,54,27,15,885,60,50,80,130,959
